"spkid","full_name","name","diameter","e","a","q","i","om","w","ma","albedo","n","epoch"
54277096,"       (2022 JB)",,,0.5476,1.854,0.839,9.54,216.74,302.74,8.51,,0.3903,2460600.5
54278097,"       (2022 JC)",,,0.0732,1.075,0.996,11.67,48.25,123.68,117.92,,0.8841,2460600.5
54278098,"       (2022 JD)",,,0.5248,2.408,1.144,14.53,43.45,174.78,237.45,,0.2637,2460600.5
54278100,"       (2022 JE)",,,0.6312,1.345,0.496,15.62,221.75,247.55,36.23,,0.6319,2459702.5
54278099,"       (2022 JF)",,,0.1240,1.036,0.908,32.66,221.51,100.15,32.93,,0.9344,2460600.5
54278101,"       (2022 JG)",,,0.3623,1.505,0.960,17.43,219.41,314.70,141.18,,0.534,2460600.5
54278102,"       (2022 JH)",,,0.0941,1.068,0.967,5.55,48.19,282.56,342.15,,0.8931,2460600.5
54278103,"       (2022 JJ)",,,0.6696,1.993,0.658,3.44,219.67,87.19,297.09,,0.3503,2460600.5
54278104,"       (2022 JK)",,,0.7720,2.576,0.587,0.97,50.50,84.26,224.84,,0.2385,2460600.5
54278105,"       (2022 JL)",,,0.5151,1.873,0.908,4.60,50.27,124.73,359.10,,0.3845,2460600.5
54278142,"       (2022 JM)",,,0.1406,1.029,0.885,1.65,50.90,267.90,47.46,,0.9436,2460600.5
54278143,"       (2022 JO)",,,0.2854,1.308,0.935,6.13,223.49,62.41,194.32,,0.6589,2460600.5
54278174,"       (2022 JP)",,,0.2610,0.8386,0.620,17.13,42.73,26.23,213.69,,1.283,2460600.5
54278176,"       (2022 JQ)",,,0.7360,1.617,0.427,14.71,46.41,295.58,333.87,,0.4793,2459705.5
54278175,"       (2022 JR)",,,0.2870,1.109,0.791,3.22,218.37,102.67,333.26,,0.8437,2460600.5
54278177,"       (2022 JS)",,,0.2055,1.218,0.968,8.06,223.30,315.36,327.41,,0.733,2460600.5
54278223,"       (2022 JT)",,,0.1879,0.9192,0.746,3.20,233.83,207.30,48.91,,1.118,2460600.5
54278225,"       (2022 JU)",,,0.4968,2.108,1.061,1.45,252.74,339.43,358.22,,0.322,2459707.5
54278226,"       (2022 JV)",,,0.4106,1.497,0.882,3.67,225.44,303.31,145.26,,0.5382,2460600.5
54278224,"       (2022 JW)",,,0.4670,1.868,0.996,40.13,67.25,225.12,330.12,,0.3861,2460600.5
54278256,"       (2022 JX)",,,0.9576,2.808,0.119,42.86,226.93,213.04,8.65,,0.2094,2459706.5
54278257,"       (2022 JY)",,,0.4230,1.56,0.900,0.52,49.41,253.42,59.86,,0.506,2460600.5
54278306,"       (2022 JZ)",,,0.2672,1.467,1.075,20.99,230.95,18.94,118.62,,0.5547,2460600.5
54278307,"       (2022 JA1)",,,0.2811,0.8313,0.598,3.42,198.17,234.20,217.55,,1.3,2460600.5
54278308,"       (2022 JB1)",,,0.1911,1.112,0.899,21.13,52.21,97.40,87.10,,0.8407,2460600.5
54278309,"       (2022 JC1)",,,0.5781,2.451,1.034,11.51,56.96,174.21,227.16,,0.2568,2460600.5
54278310,"       (2022 JD1)",,,0.2898,1.244,0.883,14.90,48.39,244.78,235.73,,0.7108,2460600.5
54278311,"       (2022 JE1)",,,0.2745,1.407,1.021,6.35,97.68,165.95,143.04,,0.5903,2460600.5
54278312,"       (2022 JF1)",,,0.3868,1.717,1.053,4.36,173.43,65.99,25.32,,0.4381,2460600.5
54278314,"       (2022 JG1)",,,0.5108,1.974,0.966,10.69,132.65,38.80,333.53,,0.3554,2460600.5
54278313,"       (2022 JH1)",,,0.3649,1.507,0.957,12.99,148.76,18.45,144.03,,0.5327,2460600.5
54278315,"       (2022 JJ1)",,,0.6284,1.793,0.666,21.68,80.20,53.06,30.52,,0.4104,2460600.5
54278316,"       (2022 JK1)",,,0.5725,2.706,1.157,19.36,178.07,92.97,185.64,,0.2215,2460600.5
54278317,"       (2022 JL1)",,,0.3670,0.9648,0.611,15.35,222.32,244.70,287.39,,1.04,2460600.5
54278318,"       (2022 JM1)",,,0.3813,1.773,1.097,17.64,83.79,137.64,14.62,,0.4174,2460600.5
54278347,"       (2022 JN1)",,,0.3711,1.794,1.128,24.92,69.52,177.13,356.20,,0.4103,2460600.5
54278349,"       (2022 JO1)",,,0.6486,2.578,0.906,8.81,49.55,220.12,204.57,,0.2381,2460600.5
54278351,"       (2022 JP1)",,,0.5181,1.793,0.864,35.24,52.77,233.91,342.04,,0.4105,2459709.5
54278350,"       (2022 JQ1)",,,0.0658,1.01,0.944,8.94,61.50,57.05,249.29,,0.971,2460600.5
54278352,"       (2022 JR1)",,,0.5713,1.339,0.574,19.25,227.22,258.90,38.85,,0.6363,2459713.5
54278444,"       (2022 JT1)",,,0.3108,1.219,0.840,38.08,228.56,82.78,311.16,,0.7319,2459709.5
54278445,"       (2022 JU1)",,,0.2029,0.9724,0.775,6.77,66.67,292.37,84.71,,1.028,2460600.5
54278443,"       (2022 JV1)",,,0.2796,0.8287,0.597,3.42,55.12,326.64,309.41,,1.307,2460600.5
54278446,"       (2022 JW1)",,,0.3487,1.569,1.022,8.19,222.10,4.91,87.46,,0.5016,2460600.5
54278447,"       (2022 JX1)",,,0.4053,2.073,1.233,1.90,84.66,152.75,290.94,,0.3301,2460600.5
54278656,"       (2022 JY1)",,,0.5727,2.129,0.910,2.86,218.53,324.86,294.01,,0.3173,2460600.5
54278695,"       (2022 JZ1)",,,0.3935,2.139,1.297,5.09,223.55,36.03,267.74,,0.315,2460600.5
54278657,"       (2022 JA2)",,,0.5002,1.935,0.967,26.23,189.77,328.32,359.40,,0.3663,2460600.5
54278661,"       (2022 JB2)",,,0.5086,2.066,1.015,6.05,204.42,57.48,286.07,,0.332,2460600.5
54278659,"       (2022 JC2)",,,0.4507,1.821,1.000,8.54,217.72,48.01,344.01,,0.401,2460600.5
54278660,"       (2022 JD2)",,,0.4896,1.299,0.663,7.18,342.60,126.32,289.15,,0.6656,2460600.5
54278658,"       (2022 JE2)",,,0.3670,1.307,0.827,12.11,213.43,94.79,318.11,,0.6599,2459709.5
54278662,"       (2022 JF2)",,,0.2722,1.08,0.786,0.78,95.22,40.48,124.56,,0.8783,2460600.5
54278663,"       (2022 JG2)",,,0.6597,0.756,0.257,7.14,144.31,285.95,9.40,,1.499,2460600.5
54278699,"       (2022 JH2)",,,0.2947,1.557,1.098,5.86,79.70,163.26,83.95,,0.5075,2460600.5
54278698,"       (2022 JJ2)",,,0.2571,0.9718,0.722,30.21,55.75,311.11,77.41,,1.029,2460600.5
54278697,"       (2022 JK2)",,,0.4533,1.786,0.976,5.69,223.48,333.99,11.78,,0.413,2459711.5
54278696,"       (2022 JL2)",,,0.6330,2.347,0.861,1.43,186.08,350.55,10.85,,0.2741,2459711.5
54279029,"       (2022 JM2)",,,0.8609,2.687,0.374,7.34,225.60,111.49,350.28,,0.2238,2459705.5
54279031,"       (2022 JO2)",,,0.5908,2.422,0.991,30.93,63.98,124.12,240.61,,0.2615,2460600.5
54279034,"       (2022 JP2)",,,0.4022,0.901,0.539,13.49,253.95,150.17,124.65,,1.152,2460600.5
54279032,"       (2022 JQ2)",,,0.3956,1.707,1.031,5.58,273.46,29.43,356.14,,0.4421,2460600.5
54279033,"       (2022 JR2)",,,0.6489,1.696,0.595,19.69,110.63,10.95,71.96,,0.4463,2460600.5
54279062,"       (2022 JU2)",,,0.5017,1.721,0.858,13.39,216.83,301.32,55.24,,0.4364,2460600.5
54279460,"       (2022 JV2)",,,0.7647,3.122,0.734,24.91,39.64,130.51,167.74,,0.1787,2460600.5
54279459,"       (2022 JW2)",,,0.1894,0.9443,0.765,8.25,224.53,234.44,350.53,,1.074,2460600.5
54440312,"       (2022 JN11)",,,0.2956,1.331,0.938,1.64,45.42,132.52,240.23,,0.6418,2460600.5
54279762,"       (2022 KA)",,,0.2754,1.038,0.752,8.15,68.42,277.11,24.66,,0.9321,2460600.5
54279763,"       (2022 KB)",,,0.3919,1.362,0.828,26.32,234.44,289.05,34.67,,0.6204,2459717.5
54279764,"       (2022 KC)",,,0.5516,2.171,0.974,2.17,60.31,135.48,10.03,,0.308,2459717.5
54279765,"       (2022 KD)",,,0.1694,1.066,0.885,14.77,234.06,263.76,148.47,,0.8958,2460600.5
54279766,"       (2022 KE)",,,0.4597,1.672,0.903,9.29,57.55,120.78,20.88,,0.4559,2459717.5
54279767,"       (2022 KF)",,,0.6602,1.123,0.382,22.21,233.30,233.26,49.12,,0.8284,2459718.5
54279768,"       (2022 KG)",,,0.2490,1.028,0.772,11.44,60.64,72.91,189.52,,0.9459,2460600.5
54279793,"       (2022 KH)",,,0.3309,1.358,0.909,25.42,60.58,236.62,158.16,,0.6227,2460600.5
54279794,"       (2022 KJ)",,,0.5666,1.984,0.860,10.02,235.90,63.19,294.79,,0.3527,2460600.5
54279795,"       (2022 KK)",,,0.6166,2.21,0.847,2.49,60.61,238.50,251.02,,0.3,2460600.5
54279834,"       (2022 KL)",,,0.4958,2.344,1.182,5.61,82.47,187.38,230.94,,0.2746,2460600.5
54279835,"       (2022 KM)",,,0.4646,2.102,1.125,7.94,70.92,210.99,269.03,,0.3235,2460600.5
54279836,"       (2022 KN)",,,0.3923,1.684,1.023,10.46,62.73,209.01,22.41,,0.4512,2460600.5
54279840,"       (2022 KO)",,,0.2028,0.9284,0.740,14.35,59.14,347.86,87.41,,1.102,2460600.5
54279838,"       (2022 KP)",,,0.8106,2.29,0.434,4.66,61.54,70.66,13.16,,0.2845,2459720.5
54279839,"       (2022 KQ)",,,0.5312,2.171,1.018,7.63,236.36,46.66,258.21,,0.3081,2460600.5
54279837,"       (2022 KR)",,,0.3025,1.344,0.937,1.97,242.85,296.87,229.63,,0.6326,2460600.5
54279841,"       (2022 KS)",,,0.2524,1.208,0.903,2.48,242.16,291.63,334.37,,0.7419,2460600.5
54279842,"       (2022 KT)",,,0.4822,1.985,1.028,1.18,245.35,12.15,304.20,,0.3525,2460600.5
54279922,"       (2022 KU)",,,0.4281,1.991,1.139,5.16,95.70,177.54,295.98,,0.3508,2460600.5
54279923,"       (2022 KV)",,,0.4109,1.687,0.994,15.35,65.29,207.00,22.84,,0.4497,2460600.5
54279924,"       (2022 KW)",,,0.3231,0.928,0.628,4.78,230.60,201.65,44.12,,1.103,2460600.5
54279925,"       (2022 KX)",,,0.6303,2.065,0.764,7.87,242.04,70.84,275.93,,0.3321,2460600.5
54279926,"       (2022 KY)",,,0.3436,1.421,0.933,12.34,62.19,228.25,126.78,,0.5816,2460600.5
54279931,"       (2022 KZ)",,,0.3864,1.394,0.856,10.78,64.52,243.94,134.46,,0.5986,2460600.5
54279930,"       (2022 KA1)",,,0.4995,2.115,1.058,9.11,275.52,346.76,274.08,,0.3205,2460600.5
54279929,"       (2022 KB1)",,,0.6979,2.534,0.766,2.90,65.02,249.86,202.36,,0.2443,2460600.5
54279928,"       (2022 KC1)",,,0.5959,2.298,0.928,4.54,244.96,40.24,238.38,,0.283,2460600.5
54279927,"       (2022 KD1)",,,0.4373,1.645,0.925,4.47,65.52,229.53,29.75,,0.4673,2460600.5
54279932,"       (2022 KE1)",,,0.2698,1.048,0.765,22.51,62.43,60.91,182.06,,0.9193,2460600.5
54279933,"       (2022 KF1)",,,0.3152,1.548,1.060,18.63,75.45,136.36,12.75,,0.5116,2459724.5
54279934,"       (2022 KG1)",,,0.2397,0.9121,0.693,11.72,241.00,230.85,19.66,,1.131,2460600.5
54279935,"       (2022 KH1)",,,0.3077,1.063,0.736,7.44,242.22,110.42,353.25,,0.8988,2460600.5
54279936,"       (2022 KJ1)",,,0.5695,1.888,0.813,16.74,171.06,335.19,29.12,,0.3801,2459728.5
54280028,"       (2022 KK1)",,,0.4496,1.623,0.893,21.72,63.42,262.49,20.14,,0.4766,2460600.5
54280029,"       (2022 KL1)",,,0.1913,1.069,0.864,15.50,239.99,274.23,129.06,,0.892,2460600.5
54280030,"       (2022 KM1)",,,0.2765,1.071,0.775,16.53,73.99,281.81,338.04,,0.8895,2460600.5
54280031,"       (2022 KN1)",,,0.3561,1.324,0.853,2.34,57.60,107.21,247.73,,0.6469,2460600.5
54280032,"       (2022 KO1)",,,0.4626,1.603,0.862,13.94,60.57,267.04,26.20,,0.4856,2460600.5
54280033,"       (2022 KU1)",,,0.3175,1.516,1.035,7.43,227.49,26.97,97.01,,0.5278,2460600.5
54280034,"       (2022 KV1)",,,0.5236,1.642,0.782,12.12,83.83,242.11,21.62,,0.4684,2460600.5
54280035,"       (2022 KW1)",,,0.5433,2.113,0.965,5.58,217.90,84.56,264.82,,0.321,2460600.5
54280036,"       (2022 KY1)",,,0.3874,2.117,1.297,7.67,65.16,139.93,293.61,,0.3199,2460600.5
54280038,"       (2022 KZ1)",,,0.5631,1.644,0.718,31.33,63.67,262.31,334.68,,0.4675,2459724.5
54280039,"       (2022 KA2)",,,0.2577,1.06,0.787,12.55,238.61,266.56,139.11,,0.9027,2460600.5
54280040,"       (2022 KB2)",,,0.1709,1.323,1.097,19.72,226.18,280.96,289.79,,0.648,2460600.5
54280041,"       (2022 KC2)",,,0.2045,1.092,0.869,8.80,239.36,273.15,104.16,,0.8637,2460600.5
54280046,"       (2022 KD2)",,,0.4445,1.847,1.026,5.45,70.49,188.25,338.02,,0.3926,2460600.5
54280044,"       (2022 KE2)",,,0.6752,1.554,0.505,10.36,215.51,152.67,34.78,,0.5086,2460600.5
54280043,"       (2022 KF2)",,,0.6120,2.025,0.786,7.82,227.22,301.34,17.73,,0.3421,2459722.5
54280045,"       (2022 KG2)",,,0.4548,1.09,0.594,2.51,255.49,232.00,99.28,,0.8664,2460600.5
54280047,"       (2022 KH2)",,,0.3281,1.512,1.016,23.94,220.22,337.98,19.75,,0.5302,2459725.5
54280221,"       (2022 KK2)",,,0.5132,1.2,0.584,3.12,58.86,75.26,46.07,,0.7501,2459721.5
54280222,"       (2022 KV2)",,,0.3132,1.346,0.925,5.70,233.14,312.45,223.20,,0.6309,2460600.5
54280223,"       (2022 KW2)",,,0.4274,1.646,0.942,1.28,78.81,121.91,64.80,,0.4669,2460600.5
54280224,"       (2022 KX2)",,,0.2415,1.044,0.792,0.93,44.58,94.91,165.47,,0.9243,2460600.5
54280225,"       (2022 KY2)",,,0.2933,1.444,1.021,9.60,220.82,344.81,20.79,,0.568,2459726.5
54280226,"       (2022 KZ2)",,,0.4130,1.346,0.790,13.55,237.80,283.46,38.12,,0.6313,2459724.5
54280227,"       (2022 KA3)",,,0.7566,2.306,0.561,15.44,196.50,316.33,260.28,,0.2814,2460600.5
54280288,"       (2022 KB3)",,,0.5947,2.292,0.929,5.17,71.54,223.82,348.70,,0.284,2459727.5
54280289,"       (2022 KC3)",,,0.2268,1.265,0.978,0.76,344.46,307.33,214.86,,0.6928,2460600.5
54280290,"       (2022 KF3)",,,0.7051,2.057,0.607,4.12,63.73,271.45,275.62,,0.3342,2460600.5
54280291,"       (2022 KG3)",,,0.3123,1.839,1.265,47.53,67.12,156.71,353.02,,0.3951,2460600.5
54280294,"       (2022 KH3)",,,0.3352,1.366,0.908,7.34,220.63,93.57,141.30,,0.6174,2460600.5
54280292,"       (2022 KJ3)",,,0.5500,2.285,1.028,1.93,136.84,98.47,3.28,,0.2854,2459731.5
54280293,"       (2022 KK3)",,,0.5622,2.247,0.984,9.65,65.29,204.66,353.78,,0.2926,2459725.5
54280480,"       (2022 KL3)",,,0.4181,2.161,1.257,6.06,163.93,115.10,257.83,,0.3103,2460600.5
54280481,"       (2022 KM3)",,,0.6029,1.839,0.730,31.74,62.61,258.97,338.86,,0.3951,2459726.5
54280482,"       (2022 KN3)",,,0.6172,2.069,0.792,3.69,226.70,312.69,15.34,,0.3312,2459728.5
54280483,"       (2022 KO3)",,,0.5366,2.083,0.965,3.91,67.50,211.26,277.36,,0.3278,2460600.5
54280484,"       (2022 KP3)",,,0.2892,1.309,0.931,1.19,59.10,244.73,181.50,,0.6578,2460600.5
54280485,"       (2022 KT3)",,,0.2703,1.219,0.890,2.50,131.25,192.08,309.59,,0.7322,2459727.5
54280486,"       (2022 KU3)",,,0.1365,1.32,1.140,21.92,49.09,268.04,294.52,,0.6501,2459723.5
54280487,"       (2022 KV3)",,,0.2648,1.42,1.044,3.34,228.55,22.96,144.76,,0.5827,2460600.5
54280488,"       (2022 KW3)",,,0.5011,2.314,1.155,2.17,183.11,64.53,242.11,,0.28,2460600.5
54280489,"       (2022 KA4)",,,0.6370,2.294,0.833,10.30,110.55,248.14,198.05,,0.2837,2460600.5
54280490,"       (2022 KB4)",,,0.4774,2.069,1.081,2.14,189.95,51.72,288.75,,0.3312,2460600.5
54280491,"       (2022 KC4)",,,0.4071,1.376,0.816,7.12,75.69,247.07,137.34,,0.6107,2460600.5
54280492,"       (2022 KD4)",,,0.1819,1.276,1.044,4.35,105.70,203.39,187.72,,0.6836,2460600.5
54280493,"       (2022 KJ4)",,,0.2844,1.452,1.039,11.35,79.06,219.76,100.37,,0.5632,2460600.5
54280494,"       (2022 KK4)",,,0.1645,1.084,0.905,5.37,257.36,72.71,340.11,,0.8738,2460600.5
54280674,"       (2022 KL4)",,,0.4651,2.228,1.192,5.86,75.18,152.69,261.66,,0.2965,2460600.5
54280675,"       (2022 KM4)",,,0.7815,2.072,0.453,5.36,297.16,73.23,341.71,,0.3305,2459729.5
54280678,"       (2022 KU4)",,,0.3635,1.09,0.694,4.81,222.26,279.12,98.59,,0.8665,2460600.5
54280677,"       (2022 KV4)",,,0.2420,1.394,1.057,6.88,259.88,321.91,176.39,,0.5986,2460600.5
54280676,"       (2022 KW4)",,,0.1630,1.194,0.999,7.74,69.13,209.29,276.71,,0.7558,2460600.5
54280679,"       (2022 KX4)",,,0.4410,0.8214,0.459,19.89,238.30,209.50,195.66,,1.324,2460600.5
54280681,"       (2022 KY4)",,,0.5630,2.393,1.046,3.68,101.52,185.64,220.48,,0.2663,2460600.5
54280680,"       (2022 KZ4)",,,0.5389,2.806,1.294,26.24,236.90,78.40,158.86,,0.2097,2460600.5
54280682,"       (2022 KB5)",,,0.5718,1.654,0.708,20.47,284.50,229.21,83.62,,0.4634,2460600.5
54280759,"       (2022 KD5)",,,0.4717,2.407,1.271,20.08,131.05,210.58,188.38,,0.2639,2460600.5
54280760,"       (2022 KE5)",,,0.6290,1.913,0.710,4.04,67.50,100.38,343.58,,0.3726,2460600.5
54280761,"       (2022 KJ5)",,,0.5842,2.384,0.991,18.79,245.14,21.48,228.74,,0.2678,2460600.5
54280762,"       (2022 KK5)",,,0.4804,1.904,0.989,8.24,245.74,338.51,333.76,,0.3752,2460600.5
54280763,"       (2022 KL5)",,,0.8387,2.268,0.366,10.61,134.64,221.75,340.19,,0.2885,2459727.5
54280764,"       (2022 KM5)",,,0.3984,1.948,1.172,14.86,243.51,346.02,322.46,,0.3624,2460600.5
54280765,"       (2022 KN5)",,,0.6840,2.383,0.753,8.22,68.12,252.83,347.03,,0.2679,2459728.5
54280766,"       (2022 KO5)",,,0.3831,1.707,1.053,5.57,72.58,185.14,21.24,,0.4421,2460600.5
54280767,"       (2022 KP5)",,,0.7407,1.696,0.440,14.87,75.76,292.86,356.89,,0.4461,2460600.5
54280768,"       (2022 KQ5)",,,0.2613,1.313,0.970,3.23,68.98,217.69,188.46,,0.6554,2460600.5
54280846,"       (2022 KW5)",,,0.7379,1.645,0.431,42.42,66.87,298.10,329.28,,0.4671,2459727.5
54280845,"       (2022 KX5)",,,0.2524,1.512,1.130,30.06,69.35,135.96,125.59,,0.5301,2460600.5
54280848,"       (2022 KY5)",,,0.4148,2.043,1.196,14.64,72.18,195.92,283.72,,0.3374,2460600.5
54280847,"       (2022 KZ5)",,,0.3672,1.504,0.952,8.27,247.29,49.98,82.97,,0.5344,2460600.5
54281068,"       (2022 KE6)",,,0.5790,2.463,1.037,9.73,56.05,166.13,229.96,,0.255,2460600.5
54281069,"       (2022 KF6)",,,0.5383,2.192,1.012,12.00,69.23,179.80,263.65,,0.3037,2460600.5
54281071,"       (2022 KG6)",,,0.1624,1.259,1.055,9.07,244.77,352.65,255.12,,0.6975,2460600.5
54281078,"       (2022 KL6)",,,0.1753,1.214,1.001,1.44,217.26,354.25,307.24,,0.7366,2460600.5
54281079,"       (2022 KM6)",,,0.7261,2.339,0.641,3.30,80.17,257.08,225.74,,0.2756,2460600.5
54281250,"       (2022 KP6)",,,0.3676,1.577,0.997,7.21,64.05,199.07,67.02,,0.4977,2460600.5
54281251,"       (2022 KV6)",,,0.7924,2.533,0.526,2.00,70.01,74.16,13.02,,0.2445,2459731.5
54281252,"       (2022 KW6)",,,0.0942,1.2,1.087,6.05,237.95,68.88,242.74,,0.7497,2460600.5
54281253,"       (2022 KX6)",,,0.4338,1.633,0.925,35.53,242.02,287.80,30.21,,0.4722,2459732.5
54281254,"       (2022 KY6)",,,0.2754,1.543,1.118,38.97,243.02,330.24,16.53,,0.5141,2459732.5
54281255,"       (2022 KZ6)",,,0.2418,1.456,1.104,2.73,76.55,174.60,359.89,,0.561,2459733.5
54281491,"       (2022 KR7)",,,0.6472,2.987,1.054,17.87,111.66,128.85,168.27,,0.1909,2460600.5
54281493,"       (2022 KU7)",,,0.5052,2.366,1.171,9.72,95.49,226.47,218.10,,0.2708,2460600.5
54281724,"       (2022 KL8)",,,0.7553,3.383,0.828,44.71,352.02,10.27,157.73,,0.1584,2460600.5
54281886,"       (2022 KU8)",,,0.7571,1.93,0.469,7.14,258.07,218.00,353.07,,0.3677,2460600.5
54281966,"       (2022 KG9)",,,0.3989,1.643,0.988,16.53,79.04,251.32,15.79,,0.4679,2460600.5
54282360,"       (2022 KH11)",,,0.4454,2.336,1.296,13.50,292.83,322.10,245.66,,0.276,2460600.5
54410342,"       (2022 KX37)",,,0.4124,2.181,1.282,5.23,158.14,133.24,247.17,,0.3059,2460600.5
54281256,"       (2022 LB)",,,0.5071,2.107,1.039,11.98,70.84,186.60,277.32,,0.3222,2460600.5
54281492,"       (2022 LD)",,,0.6652,2.842,0.952,1.56,254.40,41.94,353.52,,0.2057,2459732.5
54281887,"       (2022 LF)",,,0.1068,1.082,0.966,7.14,99.60,296.34,273.35,,0.8763,2460600.5
54281888,"       (2022 LG)",,,0.5738,2.11,0.899,6.53,71.27,121.26,14.11,,0.3217,2459732.5
54281889,"       (2022 LH)",,,0.5654,2.474,1.075,4.89,148.79,65.96,8.36,,0.2534,2459732.5
54281890,"       (2022 LJ)",,,0.6202,1.559,0.592,7.56,249.74,267.06,105.16,,0.5061,2460600.5
54281967,"       (2022 LM)",,,0.5557,2.492,1.107,53.51,81.76,164.68,1.74,,0.2506,2459737.5
54281968,"       (2022 LN)",,,0.2393,1.272,0.968,21.56,245.19,316.17,32.23,,0.6868,2459734.5
54281969,"       (2022 LO)",,,0.3475,1.687,1.101,9.06,97.49,162.10,24.92,,0.4499,2460600.5
54281970,"       (2022 LP)",,,0.5374,2.206,1.020,17.43,78.85,189.17,256.19,,0.3008,2460600.5
54281973,"       (2022 LT)",,,0.2337,1.333,1.021,5.91,94.42,129.54,211.87,,0.6406,2460600.5
54281972,"       (2022 LU)",,,0.7780,3.241,0.719,5.47,242.83,88.82,351.71,,0.1689,2459735.5
54281971,"       (2022 LV)",,,0.1507,1.152,0.978,0.83,267.75,48.27,281.58,,0.7974,2460600.5
54281974,"       (2022 LW)",,,0.1795,0.9353,0.767,2.67,196.97,242.88,34.51,,1.09,2460600.5
54281975,"       (2022 LX)",,,0.5919,2.411,0.984,0.87,309.96,351.00,216.90,,0.2632,2460600.5
54281976,"       (2022 LZ)",,,0.5412,2.209,1.014,3.38,147.77,75.22,7.73,,0.3001,2459735.5
54281977,"       (2022 LA1)",,,0.1116,1.356,1.205,19.74,105.02,219.57,131.52,,0.6239,2460600.5
54281979,"       (2022 LB1)",,,0.6263,2.724,1.018,23.92,86.06,200.62,181.31,,0.2192,2460600.5
54281978,"       (2022 LC1)",,,0.2183,1.547,1.209,4.97,270.29,352.06,75.90,,0.5121,2460600.5
54281980,"       (2022 LD1)",,,0.3736,1.515,0.949,5.23,113.91,86.87,24.48,,0.5286,2459736.5
54281981,"       (2022 LE1)",,,0.3915,1.012,0.616,23.11,76.04,63.11,186.91,,0.968,2460600.5
54282205,"       (2022 LK1)",,,0.4155,0.9482,0.554,3.64,176.52,304.45,285.94,,1.068,2460600.5
54282206,"       (2022 LL1)",,,0.7540,1.976,0.486,6.87,84.71,276.77,341.30,,0.3549,2459736.5
54282207,"       (2022 LQ1)",,,0.2478,1.698,1.277,31.40,93.95,228.40,338.08,,0.4456,2460600.5
54282208,"       (2022 LR1)",,,0.3233,1.507,1.020,1.58,171.25,121.79,79.22,,0.5328,2460600.5
54282209,"       (2022 LS1)",,,0.3328,1.247,0.832,11.13,83.52,261.50,197.39,,0.7075,2460600.5
54282210,"       (2022 LT1)",,,0.5828,2.197,0.917,8.53,80.47,226.81,345.95,,0.3027,2459736.5
54282211,"       (2022 LU1)",,,0.2920,1.466,1.038,6.38,255.23,5.98,116.37,,0.5552,2460600.5
54282389,"       (2022 LX1)",,,0.6252,2.589,0.970,2.10,111.13,211.61,190.77,,0.2366,2460600.5
54282390,"       (2022 LY1)",,,0.3420,1.452,0.956,1.34,60.29,240.54,103.86,,0.5631,2460600.5
54282391,"       (2022 LZ1)",,,0.5422,1.839,0.842,4.11,119.36,200.85,321.43,,0.3953,2460600.5
54282392,"       (2022 LA2)",,,0.3297,1.595,1.069,22.67,80.83,186.31,353.11,,0.4894,2459736.5
54282393,"       (2022 LB2)",,,0.4188,1.66,0.965,2.09,85.27,225.03,337.04,,0.4609,2459736.5
54282394,"       (2022 LC2)",,,0.5568,2.319,1.028,11.41,83.72,194.98,354.01,,0.2791,2459736.5
54282642,"       (2022 LH2)",,,0.0924,1.155,1.049,35.86,76.98,179.99,357.75,,0.7937,2459737.5
54282643,"       (2022 LJ2)",,,0.0875,1.135,1.036,11.62,253.01,350.14,353.70,,0.8147,2460600.5
54282644,"       (2022 LK2)",,,0.4595,2.162,1.168,8.32,270.01,35.41,245.84,,0.3101,2460600.5
54282645,"       (2022 LL2)",,,0.5422,1.964,0.899,35.34,252.77,91.58,267.28,,0.3581,2460600.5
54282646,"       (2022 LM2)",,,0.2566,1.523,1.132,0.99,266.83,339.83,3.98,,0.5244,2459737.5
54282694,"       (2022 LU2)",,,0.5182,1.963,0.946,2.88,255.32,325.49,318.45,,0.3583,2460600.5
54282696,"       (2022 LW2)",,,0.1756,1.205,0.993,17.34,251.19,312.04,38.92,,0.7452,2459738.5
54282888,"       (2022 LX2)",,,0.3508,1.687,1.095,17.34,240.84,3.63,32.84,,0.4498,2460600.5
54282887,"       (2022 LY2)",,,0.4428,2.213,1.233,4.22,335.75,279.82,265.80,,0.2994,2460600.5
54282889,"       (2022 LZ2)",,,0.1811,1.323,1.084,20.03,266.82,11.73,348.29,,0.6475,2459737.5
54282890,"       (2022 LA3)",,,0.2665,0.8354,0.613,9.54,261.96,159.97,240.70,,1.291,2460600.5
54282891,"       (2022 LB3)",,,0.6531,2.911,1.010,23.07,238.71,334.90,177.19,,0.1984,2460600.5
54282974,"       (2022 LE3)",,,0.5619,2.901,1.271,22.90,138.44,165.05,155.77,,0.1995,2460600.5
54282975,"       (2022 LF3)",,,0.2266,1.035,0.801,5.92,73.38,73.50,173.26,,0.9354,2460600.5
54282976,"       (2022 LG3)",,,0.4170,1.764,1.029,9.77,235.59,6.39,13.11,,0.4205,2460600.5
54282977,"       (2022 LL3)",,,0.4320,2.252,1.279,3.30,152.93,189.46,228.18,,0.2916,2460600.5
54283041,"       (2022 LN3)",,,0.5506,2.524,1.135,13.61,91.24,165.95,212.72,,0.2457,2460600.5
54283042,"       (2022 LO3)",,,0.4652,1.698,0.908,10.03,84.80,226.63,4.36,,0.4456,2460600.5
